STARTTIME;SOURCE;DEST;PROTO;PACKETS;BYTES;DURATION
2019-09-03T05:00:11;8.8.8.8:53;10.41.85.165:62834;udp;1;273;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.93.66:10828;udp;1;119;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.255.87:37546;udp;1;97;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.66.46:10952;udp;1;70;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.86.66:49922;udp;1;141;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.93.66:10977;udp;1;119;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.86.66:52765;udp;1;1081;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.85.165:64710;udp;1;102;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.85.165:64643;udp;1;98;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:12364;udp;1;553;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:30613;udp;1;110;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:19407;udp;1;114;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:23285;udp;1;91;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:34112;udp;1;112;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:19104;udp;1;154;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.86.203:55268;udp;2;252;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:6544;udp;1;107;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:42919;udp;1;462;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:47045;udp;1;110;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:21600;udp;1;186;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.66.11:20656;udp;1;99;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.41.85.165:64151;udp;1;222;00:00:00
2019-09-03T05:00:13;8.8.8.8:53;10.41.86.203:55270;udp;2;252;00:00:00
2019-09-03T05:00:13;8.8.8.8:53;10.41.86.203:55271;udp;2;252;00:00:00
2019-09-03T05:00:13;8.8.8.8:53;10.41.86.66:49282;udp;1;138;00:00:00
2019-09-03T05:00:13;8.8.8.8:53;10.41.255.25:52376;udp;2;164;00:00:00
2019-09-03T05:00:13;8.8.8.8:53;10.41.85.165:64085;udp;1;121;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.41.255.25:20622;udp;1;267;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.41.85.165:62733;udp;1;121;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.41.86.203:55275;udp;2;260;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.41.86.203:55276;udp;2;260;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.41.255.87:57414;udp;1;228;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.41.255.25:45660;udp;1;81;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.86.66:50044;udp;1;124;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.86.244:63131;udp;1;124;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.255.87:57129;udp;1;80;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.255.25:38027;udp;2;164;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.85.165:64080;udp;1;91;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.96.1:10927;udp;2;164;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.86.244:63133;udp;1;95;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.41.84.242:51991;udp;2;414;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.41.86.203:55279;udp;2;260;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.41.255.25:29776;udp;1;126;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.41.255.25:45448;udp;1;126;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.41.86.66:50006;udp;1;162;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.41.86.66:53342;udp;1;1075;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.41.86.66:53161;udp;1;1072;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.41.86.66:53587;udp;1;1068;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.86.66:64899;udp;1;157;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.86.66:50170;udp;1;154;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.255.24:61022;udp;1;84;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.255.25:57495;udp;1;137;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.86.244:63137;udp;1;388;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.255.25:3021;udp;2;164;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.86.244:63138;udp;1;348;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.41.255.25:26458;udp;1;105;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.41.85.183:45973;udp;2;164;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.41.85.174:38544;udp;1;98;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.41.255.25:57884;udp;2;164;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.41.66.22:57108;udp;1;857;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.41.96.120:24964;udp;1;155;00:00:00
2019-09-03T05:00:19;8.8.8.8:53;10.41.255.1:1519;udp;2;164;00:00:00
2019-09-03T05:00:19;8.8.8.8:53;10.41.255.25:44117;udp;2;164;00:00:00
2019-09-03T05:00:19;8.8.8.8:53;10.41.86.203:55283;udp;2;260;00:00:00
2019-09-03T05:00:19;8.8.8.8:53;10.41.86.203:55284;udp;2;260;00:00:00
2019-09-03T05:00:20;8.8.8.8:53;10.41.255.21:39268;udp;2;164;00:00:00
2019-09-03T05:00:20;8.8.8.8:53;10.41.86.66:64689;udp;1;133;00:00:00
2019-09-03T05:00:20;8.8.8.8:53;10.41.86.66:65082;udp;1;175;00:00:00
2019-09-03T05:00:20;8.8.8.8:53;10.41.86.66:64669;udp;1;181;00:00:00
2019-09-03T05:00:20;8.8.8.8:53;10.41.86.66:49241;udp;1;139;00:00:00
2019-09-03T05:00:20;8.8.8.8:53;10.41.255.25:13813;udp;1;181;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.255.25:8268;udp;1;120;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.255.25:54179;udp;1;116;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.164.54:14673;udp;1;92;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.84.98:50750;udp;1;165;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.85.114:53452;udp;1;193;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.85.114:11305;udp;1;159;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:20171;udp;1;98;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:43931;udp;1;553;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.255.25:40134;udp;1;105;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:10787;udp;1;95;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:6496;udp;1;98;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:38918;udp;1;237;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:13851;udp;1;114;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:44666;udp;1;113;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:42589;udp;1;120;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:1258;udp;1;201;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:20880;udp;1;99;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:8081;udp;1;209;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.66.11:22748;udp;1;166;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.255.25:10557;udp;2;164;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.41.86.66:64866;udp;1;96;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.66.11:6142;udp;1;553;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.66.11:2225;udp;1;100;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.66.11:25640;udp;1;148;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.84.98:50775;udp;1;146;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.85.165:62983;udp;1;145;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.85.183:8024;udp;1;161;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.85.183:51023;udp;1;88;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.66.46:62276;udp;1;70;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.85.183:13552;udp;1;121;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.41.255.25:19973;udp;2;164;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.85.183:29857;udp;1;115;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.85.183:5018;udp;1;126;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:52381;udp;1;161;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:51685;udp;1;103;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:1099;udp;1;553;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:30565;udp;1;287;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:9305;udp;1;180;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:12175;udp;1;149;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:46223;udp;1;247;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:64388;udp;1;161;00:00:00
2019-09-03T05:00:23;8.8.8.8:53;10.41.66.11:3172;udp;1;103;00:00:00
2019-09-03T05:00:24;8.8.8.8:53;10.41.255.25:46249;udp;2;164;00:00:00
2019-09-03T05:00:24;8.8.8.8:53;10.41.86.66:65383;udp;1;121;00:00:00
2019-09-03T05:00:24;8.8.8.8:53;10.41.86.66:64943;udp;1;162;00:00:00
2019-09-03T05:00:24;8.8.8.8:53;10.41.86.203:55291;udp;2;260;00:00:00
2019-09-03T05:00:24;8.8.8.8:53;10.41.86.203:55292;udp;2;260;00:00:00
2019-09-03T05:00:25;8.8.8.8:53;10.41.86.66:49428;udp;1;154;00:00:00
2019-09-03T05:00:25;8.8.8.8:53;10.41.85.183:29001;udp;1;216;00:00:00
2019-09-03T05:00:25;8.8.8.8:53;10.41.86.66:64451;udp;1;141;00:00:00
2019-09-03T05:00:25;8.8.8.8:53;10.41.255.25:31105;udp;1;106;00:00:00
2019-09-03T05:00:25;8.8.8.8:53;10.41.85.183:10823;udp;1;186;00:00:00
2019-09-03T05:00:26;8.8.8.8:53;10.41.85.183:23561;udp;1;154;00:00:00
2019-09-03T05:00:26;8.8.8.8:53;10.41.85.183:59409;udp;1;135;00:00:00
2019-09-03T05:00:26;8.8.8.8:53;10.41.255.25:14314;udp;1;112;00:00:00
2019-09-03T05:00:26;8.8.8.8:53;10.41.86.66:65141;udp;1;172;00:00:00
2019-09-03T05:00:27;8.8.8.8:53;10.41.255.25:49191;udp;2;164;00:00:00
2019-09-03T05:00:27;8.8.8.8:53;10.41.86.66:65128;udp;1;136;00:00:00
2019-09-03T05:00:27;8.8.8.8:53;10.41.255.25:25995;udp;1;105;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.41.86.244:63142;udp;1;95;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.41.85.54:30583;udp;2;164;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.41.86.244:63143;udp;1;95;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.41.66.46:38886;udp;1;140;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.41.255.25:4753;udp;2;164;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.41.85.165:62923;udp;1;197;00:00:00
2019-09-03T05:00:29;8.8.8.8:53;10.41.86.203:55299;udp;2;260;00:00:00
2019-09-03T05:00:29;8.8.8.8:53;10.41.86.203:55300;udp;2;260;00:00:00
2019-09-03T05:00:30;8.8.8.8:53;10.41.85.54:59981;udp;2;164;00:00:00
2019-09-03T05:00:30;8.8.8.8:53;10.41.86.66:58143;udp;1;166;00:00:00
2019-09-03T05:00:30;8.8.8.8:53;10.41.85.183:24679;udp;1;105;00:00:00
2019-09-03T05:00:30;8.8.8.8:53;10.41.96.120:43077;udp;1;105;00:00:00
2019-09-03T05:00:30;8.8.8.8:53;10.41.255.25:21862;udp;1;181;00:00:00
2019-09-03T05:00:30;8.8.8.8:53;10.41.255.25:58341;udp;1;120;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.41.85.165:64562;udp;1;262;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.41.66.11:50321;udp;1;216;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.41.66.11:64080;udp;1;553;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.41.66.11:14555;udp;1;175;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.41.85.165:62485;udp;1;161;00:00:00
2019-09-03T05:00:32;8.8.8.8:53;10.41.66.46:25727;udp;1;137;00:00:00
2019-09-03T05:00:33;8.8.8.8:53;10.41.255.25:60432;udp;2;298;00:00:00
2019-09-03T05:00:33;8.8.8.8:53;10.41.84.242:51495;udp;1;77;00:00:00
2019-09-03T05:00:33;8.8.8.8:53;10.41.255.25:18805;udp;2;164;00:00:00
2019-09-03T05:00:34;8.8.8.8:53;10.41.66.46:12934;udp;1;139;00:00:00
2019-09-03T05:00:34;8.8.8.8:53;10.41.255.25:31707;udp;1;116;00:00:00
2019-09-03T05:00:34;8.8.8.8:53;10.41.85.165:63676;udp;1;122;00:00:00
2019-09-03T05:00:34;8.8.8.8:53;10.41.85.165:62581;udp;1;140;00:00:00
2019-09-03T05:00:34;8.8.8.8:53;10.41.66.46:60786;udp;1;70;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.86.203:55309;udp;2;260;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.86.203:55310;udp;1;129;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.84.242:62604;udp;1;190;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.84.242:54520;udp;1;112;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.84.242:59256;udp;1;162;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.85.165:63821;udp;1;161;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.255.25:37113;udp;2;164;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.255.25:10517;udp;2;298;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.85.165:63571;udp;1;211;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.86.66:49184;udp;1;171;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.41.86.66:50378;udp;1;137;00:00:00
2019-09-03T05:00:36;8.8.8.8:53;10.41.85.165:62809;udp;1;119;00:00:00
2019-09-03T05:00:36;8.8.8.8:53;10.41.96.120:44256;udp;1;186;00:00:00
2019-09-03T05:00:36;8.8.8.8:53;10.41.99.6:39334;udp;1;85;00:00:00
2019-09-03T05:00:37;8.8.8.8:53;10.41.255.87:48074;udp;1;80;00:00:00
2019-09-03T05:00:37;8.8.8.8:53;10.41.96.120:47525;udp;1;99;00:00:00
2019-09-03T05:00:37;8.8.8.8:53;10.41.86.66:64846;udp;1;106;00:00:00
2019-09-03T05:00:37;8.8.8.8:53;10.41.255.25:15990;udp;2;164;00:00:00
2019-09-03T05:00:38;8.8.8.8:53;10.41.85.183:7704;udp;1;133;00:00:00
2019-09-03T05:00:38;8.8.8.8:53;10.41.255.87:39470;udp;1;150;00:00:00
2019-09-03T05:00:38;8.8.8.8:53;10.41.85.183:29377;udp;1;112;00:00:00
2019-09-03T05:00:38;8.8.8.8:53;10.41.255.25:42645;udp;2;164;00:00:00
2019-09-03T05:00:38;8.8.8.8:53;10.41.85.165:64800;udp;1;123;00:00:00
2019-09-03T05:00:38;8.8.8.8:53;10.41.99.5:40141;udp;1;80;00:00:00
2019-09-03T05:00:39;8.8.8.8:53;10.41.85.165:64160;udp;1;88;00:00:00
2019-09-03T05:00:39;8.8.8.8:53;10.41.86.66:60115;udp;1;141;00:00:00
2019-09-03T05:00:39;8.8.8.8:53;10.41.66.46:56601;udp;1;69;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.86.203:55322;udp;2;260;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.86.203:55323;udp;2;260;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.86.66:49730;udp;1;141;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.255.25:1971;udp;1;91;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.66.46:31138;udp;1;227;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.66.46:11927;udp;1;70;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.86.203:55326;udp;2;260;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.85.165:64441;udp;1;236;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.86.244:63147;udp;1;178;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.255.25:41168;udp;1;181;00:00:00
2019-09-03T05:00:40;8.8.8.8:53;10.41.255.25:5985;udp;1;120;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.255.25:20127;udp;1;105;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.255.25:59841;udp;2;298;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.255.25:2878;udp;1;170;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.85.165:64654;udp;1;151;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.85.165:62914;udp;1;83;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.255.1:39039;udp;2;164;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.255.25:15859;udp;2;164;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.66.46:27002;udp;1;139;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.255.25:44745;udp;2;164;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.41.66.46:16168;udp;1;140;00:00:00
2019-09-03T05:00:05;8.8.8.8:53;10.13.232.45:25809;udp;1;116;00:00:00
2019-09-03T05:00:05;8.8.8.8:53;10.13.232.45:31533;udp;1;103;00:00:00
2019-09-03T05:00:05;8.8.8.8:53;10.13.232.45:56839;udp;1;210;00:00:00
2019-09-03T05:00:06;8.8.8.8:53;10.13.232.57:41432;udp;1;186;00:00:00
2019-09-03T05:00:07;8.8.8.8:53;10.13.232.45:30377;udp;2;370;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.13.232.83:13069;udp;1;90;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.13.232.57:39563;udp;1;76;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.13.232.90:17407;udp;1;116;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.13.232.147:40637;udp;1;141;00:00:00
2019-09-03T05:00:10;8.8.8.8:53;10.13.232.83:59726;udp;2;158;00:00:00
2019-09-03T05:00:10;8.8.8.8:53;10.13.232.89:35056;udp;1;91;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.13.232.45:50650;udp;1;78;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.13.232.57:1576;udp;1;121;00:00:00
2019-09-03T05:00:12;8.8.8.8:53;10.13.232.90:29450;udp;2;164;00:00:00
2019-09-03T05:00:13;8.8.8.8:53;10.13.232.88:29531;udp;2;164;00:00:00
2019-09-03T05:00:13;8.8.8.8:53;10.13.232.83:28065;udp;2;164;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.13.232.57:11157;udp;1;172;00:00:00
2019-09-03T05:00:14;8.8.8.8:53;10.13.232.57:26829;udp;1;77;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.13.232.91:54456;udp;2;164;00:00:00
2019-09-03T05:00:15;8.8.8.8:53;10.13.232.50:5004;udp;2;164;00:00:00
2019-09-03T05:00:16;8.8.8.8:53;10.13.232.57:13404;udp;1;77;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.13.232.147:23987;udp;1;141;00:00:00
2019-09-03T05:00:17;8.8.8.8:53;10.13.232.57:8387;udp;1;105;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.13.232.147:20734;udp;2;366;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.13.232.147:47314;udp;2;312;00:00:00
2019-09-03T05:00:18;8.8.8.8:53;10.13.232.45:31660;udp;1;195;00:00:00
2019-09-03T05:00:20;8.8.8.8:53;10.13.232.45:23872;udp;1;127;00:00:00
2019-09-03T05:00:21;8.8.8.8:53;10.13.232.83:42227;udp;1;116;00:00:00
2019-09-03T05:00:22;8.8.8.8:53;10.13.232.45:45104;udp;1;137;00:00:00
2019-09-03T05:00:24;8.8.8.8:53;10.13.232.97:23845;udp;1;92;00:00:00
2019-09-03T05:00:25;8.8.8.8:53;10.13.232.57:16679;udp;1;282;00:00:00
2019-09-03T05:00:26;8.8.8.8:53;10.13.232.50:35821;udp;1;91;00:00:00
2019-09-03T05:00:27;8.8.8.8:53;10.13.232.57:44379;udp;1;104;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.13.232.83:41958;udp;1;79;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.13.232.42:4405;udp;1;91;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.13.232.83:35883;udp;1;153;00:00:00
2019-09-03T05:00:28;8.8.8.8:53;10.13.232.83:41011;udp;1;190;00:00:00
2019-09-03T05:00:29;8.8.8.8:53;10.13.232.45:25991;udp;1;89;00:00:00
2019-09-03T05:00:30;8.8.8.8:53;10.13.232.83:27284;udp;1;91;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.13.232.218:32596;udp;2;294;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.13.232.218:62822;udp;2;366;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.13.232.218:23553;udp;2;278;00:00:00
2019-09-03T05:00:31;8.8.8.8:53;10.13.232.57:26552;udp;1;91;00:00:00
2019-09-03T05:00:32;8.8.8.8:53;10.13.232.57:16167;udp;1;163;00:00:00
2019-09-03T05:00:32;8.8.8.8:53;10.13.232.57:54500;udp;2;164;00:00:00
2019-09-03T05:00:33;8.8.8.8:53;10.13.232.45:45629;udp;1;87;00:00:00
2019-09-03T05:00:33;8.8.8.8:53;10.13.232.57:28250;udp;1;89;00:00:00
2019-09-03T05:00:35;8.8.8.8:53;10.13.232.33:35871;udp;2;164;00:00:00
2019-09-03T05:00:36;8.8.8.8:53;10.13.232.57:53615;udp;1;76;00:00:00
2019-09-03T05:00:37;8.8.8.8:53;10.13.232.147:19960;udp;1;149;00:00:00
2019-09-03T05:00:37;8.8.8.8:53;10.13.232.147:52344;udp;1;77;00:00:00
2019-09-03T05:00:37;8.8.8.8:53;10.13.232.147:49666;udp;1;87;00:00:00
2019-09-03T05:00:39;8.8.8.8:53;10.13.232.147:27211;udp;1;141;00:00:00
2019-09-03T05:00:41;8.8.8.8:53;10.13.232.50:38133;udp;1;105;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.13.232.89:56045;udp;1;116;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.13.232.57:32125;udp;1;116;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.57:59339;udp;1;195;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.218:55084;udp;1;102;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.50:14064;udp;2;164;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.45:3822;udp;1;126;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.45:21152;udp;1;130;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.45:17547;udp;1;211;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.45:47711;udp;1;146;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.13.232.45:10951;udp;1;124;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.13.232.45:2918;udp;1;78;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.13.232.147:22447;udp;1;141;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.13.232.83:61319;udp;2;330;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.13.232.50:2733;udp;1;91;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.13.232.83:2568;udp;1;116;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.13.232.190:60384;udp;1;82;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.13.232.90:42923;udp;1;91;00:00:00
2019-09-03T05:00:53;8.8.8.8:53;10.13.232.57:18220;udp;1;123;00:00:00
2019-09-03T05:00:53;8.8.8.8:53;10.13.232.57:7921;udp;1;132;00:00:00
2019-09-03T05:00:54;8.8.8.8:53;10.13.232.147:46332;udp;2;258;00:00:00
2019-09-03T05:00:55;8.8.8.8:53;10.13.232.42:52660;udp;2;164;00:00:00
2019-09-03T05:00:55;8.8.8.8:53;10.13.232.218:60626;udp;2;278;00:00:00
2019-09-03T05:00:58;8.8.8.8:53;10.13.232.218:47582;udp;2;204;00:00:00
2019-09-03T05:01:00;8.8.8.8:53;10.13.232.45:44879;udp;1;77;00:00:00
2019-09-03T05:01:00;8.8.8.8:53;10.13.232.57:8332;udp;1;91;00:00:00
2019-09-03T05:01:00;8.8.8.8:53;10.13.232.147:37540;udp;1;154;00:00:00
2019-09-03T05:01:01;8.8.8.8:53;10.13.232.45:24209;udp;1;77;00:00:00
2019-09-03T05:01:01;8.8.8.8:53;10.13.232.88:36043;udp;2;298;00:00:00
2019-09-03T05:01:01;8.8.8.8:53;10.13.232.190:53131;udp;2;330;00:00:00
2019-09-03T05:01:01;8.8.8.8:53;10.13.232.190:62572;udp;2;330;00:00:00
2019-09-03T05:01:01;8.8.8.8:53;10.13.232.57:40956;udp;1;140;00:00:00
2019-09-03T05:01:02;8.8.8.8:53;10.13.232.89:33260;udp;1;90;00:00:00
2019-09-03T05:01:02;8.8.8.8:53;10.13.232.89:24798;udp;1;91;00:00:00
2019-09-03T05:01:02;8.8.8.8:53;10.13.232.89:51820;udp;1;90;00:00:00
2019-09-03T05:01:02;8.8.8.8:53;10.13.232.57:26501;udp;1;66;00:00:00
2019-09-03T05:01:03;8.8.8.8:53;10.13.232.147:14218;udp;2;472;00:00:00
